trip_id,amount,payment_mode,payment_status
116,11.1,card,success
117,44.94,card,success
118,23.88,wallet,success
119,8.0,cash,success
120,53.8,card,success
121,32.55,cash,success
122,25.7,card,success
123,28.55,cash,success
124,15.35,cash,success
125,16.32,card,success
126,26.4,card,success
127,24.15,card,success
128,20.0,cash,success
129,12.65,card,success
130,20.25,cash,success
131,13.8,cash,success
132,18.59,card,success
133,20.88,cash,failed
134,19.25,cash,success
135,11.93,card,success
136,49.14,card,success
137,14.65,card,success
138,16.38,wallet,success
139,19.74,card,success
140,15.65,wallet,success
141,14.7,cash,success
142,14.35,cash,success
143,18.0,cash,success
144,35.64,cash,success
145,10.1,wallet,success
146,28.1,cash,success
147,38.68,card,success
148,26.45,card,success
149,12.2,card,success
150,80.19,card,success
151,10.15,wallet,success
152,25.8,card,success
153,14.05,card,success
154,23.95,card,success
155,14.7,card,success
156,21.4,card,failed
157,14.7,card,failed
158,10.81,cash,success
159,39.9,card,success
160,14.35,card,success
161,66.06,card,success
162,26.95,card,success
163,19.75,card,success
164,31.15,wallet,success
165,38.22,card,success
166,42.42,card,success
167,16.77,card,success
168,14.7,card,success
169,41.6,card,success
170,17.85,card,success
171,27.3,cash,success
172,18.9,card,success
173,38.22,cash,success
174,12.2,wallet,success
175,13.5,card,success
176,22.7,cash,success
177,17.75,cash,success
178,42.35,cash,success
179,29.05,cash,success
180,25.62,cash,success
181,30.65,card,success
182,31.95,card,success
183,25.87,card,success
184,25.75,card,success
185,12.15,wallet,success
186,11.25,card,success
187,11.5,cash,success
188,26.4,card,success
189,15.2,card,success
190,36.54,cash,success
191,22.25,card,success
192,23.05,cash,success
193,11.34,card,success
194,25.75,cash,success
195,14.7,cash,success
196,18.09,card,success
197,14.4,card,success
198,16.38,cash,success
199,25.55,wallet,success
200,31.5,cash,success
201,14.7,cash,success
202,24.85,card,success
203,21.42,cash,success
204,24.15,cash,success
205,14.38,card,success
206,13.8,cash,success
207,15.48,card,success
208,38.85,card,success
209,20.58,card,success
210,20.55,card,success
211,16.45,cash,success
212,17.9,card,success
213,21.42,card,success
214,40.74,cash,success
215,20.5,wallet,success
216,18.06,cash,success
217,25.05,cash,success
218,13.8,cash,success
219,41.85,card,success
220,10.15,card,success
221,30.19,cash,success
222,18.81,card,success
223,19.66,card,success
224,14.45,wallet,success
225,30.6,card,success
226,13.8,card,success
227,17.85,cash,success
228,16.35,cash,success
229,16.35,cash,success
230,22.15,wallet,success
231,33.18,card,success
232,19.15,card,success
233,29.82,card,success
234,36.54,card,success
235,17.22,card,success
236,16.45,cash,success
237,12.1,cash,success
238,16.32,card,success
239,14.3,wallet,success
240,15.48,card,success
241,24.05,wallet,success
242,19.1,wallet,success
243,25.81,card,success
244,27.65,card,success
245,23.95,card,success
246,22.05,card,success
247,13.86,card,success
248,27.3,card,success
249,-28.35,card,success
250,28.35,card,success
251,11.75,card,success
252,16.32,card,success
253,17.15,card,success
254,12.25,card,success
255,21.36,card,success
256,15.7,card,success
257,16.32,card,success
258,18.75,wallet,success
259,15.75,card,success
260,36.55,card,success
261,13.86,card,success
262,23.1,cash,success
263,111.55,card,success
264,17.05,cash,success
265,48.3,card,success
266,27.3,card,success
267,19.25,card,success
268,75.25,card,failed
269,21.2,cash,success
270,13.6,card,success
271,13.8,card,success
272,25.55,cash,success
273,24.78,card,success
274,23.94,card,success
275,34.0,card,success
276,26.45,cash,success
277,18.05,card,success
278,29.8,cash,success
279,66.8,card,success
280,38.22,wallet,success
281,35.44,cash,success
282,25.03,cash,success
283,60.06,card,failed
284,20.47,card,success
285,25.56,card,success
286,28.45,card,success
287,14.4,card,success
288,39.9,wallet,success
289,34.35,card,success
290,15.05,card,success
291,34.86,cash,success
292,24.15,cash,success
293,20.95,card,success
294,34.86,wallet,success
295,18.9,card,success
296,29.31,card,success
297,33.25,cash,success
298,50.31,card,success
299,17.1,card,success
300,21.38,card,success
301,31.94,card,success
302,28.98,card,success
303,19.68,card,success
304,21.4,card,success
305,21.5,card,success
306,15.48,card,success
307,11.55,card,success
308,14.3,card,success
309,12.5,card,success
310,17.2,cash,success
311,17.05,card,success
312,36.54,card,success
313,12.96,card,success
314,18.9,card,success
315,14.35,cash,success
316,17.22,card,success
317,34.02,card,success
318,49.95,cash,success
319,25.6,card,success
320,47.95,card,success
321,21.42,card,success
322,40.74,cash,success
323,22.95,card,success
324,24.0,card,success
325,18.9,cash,success
326,45.78,card,success
327,28.35,cash,success
328,27.05,wallet,success
329,34.02,card,success
330,24.15,cash,success
331,23.15,card,success
332,23.88,wallet,success
333,23.88,cash,success
334,78.5,card,success
335,20.85,cash,success
336,17.75,card,success
337,14.35,card,success
338,19.62,wallet,success
339,18.06,cash,success
340,34.86,wallet,success
341,20.75,card,failed
342,24.85,card,success
343,24.1,card,success
344,56.44,card,success
345,18.9,card,success
346,18.0,card,success
347,13.02,cash,failed
348,18.06,card,failed
349,29.25,card,success
350,14.35,card,success
351,21.42,card,success
352,27.55,wallet,success
353,13.5,card,success
354,20.58,card,success
355,25.55,card,success
356,127.2,card,success
357,21.4,wallet,success
358,45.48,cash,success
359,29.82,card,failed
360,28.98,card,success
361,54.25,card,success
362,12.96,card,success
363,12.96,cash,success
364,38.61,cash,success
365,15.73,card,success
366,34.02,card,success
367,33.25,card,success
368,36.54,cash,success
369,-8.75,card,success
370,8.75,cash,success
371,27.65,card,success
372,12.25,wallet,success
373,22.75,card,success
374,14.6,card,success
375,40.74,card,success
376,24.94,cash,success
377,20.3,cash,success
378,17.75,card,success
379,23.94,cash,success
380,16.3,card,success
381,40.69,card,success
382,15.31,card,success
383,32.5,cash,success
384,18.9,card,success
385,22.05,card,success
386,18.9,card,success
387,21.42,card,success
388,18.9,wallet,success
389,18.85,card,success
390,22.25,wallet,success
391,14.95,cash,success
392,15.9,card,success
393,14.64,card,success
394,24.9,card,success
395,43.3,cash,success
396,91.45,cash,success
397,8.3,card,success
398,9.0,card,success
399,26.4,card,success
400,18.11,card,success
401,36.31,card,success
402,14.95,wallet,success
403,11.5,card,success
404,18.9,card,success
405,150.81,card,success
406,18.9,card,success
407,14.65,card,success
408,14.65,card,success
409,31.5,cash,success
410,28.14,card,success
411,12.1,card,success
412,22.31,card,success
413,47.46,cash,success
414,22.26,card,success
415,13.8,card,success
416,17.22,card,success
417,15.25,card,success
418,17.15,cash,success
419,15.5,card,success
420,14.65,cash,success
421,18.6,cash,success
422,19.7,cash,failed
423,52.35,card,success
424,16.35,wallet,success
425,16.45,cash,success
426,49.75,card,success
427,19.95,card,success
428,40.74,wallet,success
429,-8.75,card,success
430,8.75,card,success
431,41.58,card,success
432,20.5,wallet,success
433,19.65,card,success
434,20.5,card,success
435,17.25,card,success
436,29.8,cash,success
437,24.95,wallet,success
438,12.95,card,success
439,17.74,card,success
440,20.0,card,success
441,59.22,cash,success
442,36.65,cash,success
443,19.74,card,success
444,16.32,card,success
445,18.75,wallet,success
446,11.1,card,success
447,19.66,card,success
448,16.4,card,success
449,17.05,wallet,success
450,21.38,card,success
451,18.87,card,success
452,17.15,card,success
453,26.46,wallet,success
454,18.06,card,success
455,17.15,wallet,success
456,58.45,wallet,success
457,17.8,card,success
458,19.55,card,success
459,15.86,card,success
460,12.96,card,success
461,38.22,card,success
462,17.22,card,success
463,19.74,cash,success
464,25.62,card,success
465,15.54,cash,success
466,14.84,card,success
467,18.55,card,success
468,41.2,wallet,success
469,18.25,card,success
470,25.62,card,success
471,17.94,card,success
472,101.35,card,success
473,20.55,wallet,success
474,34.02,cash,success
475,19.68,card,success
476,18.9,card,success
477,18.69,card,success
478,24.8,card,success
479,33.18,wallet,success
480,29.82,cash,success
481,31.06,wallet,success
482,11.15,card,success
483,16.4,wallet,success
484,18.65,card,success
485,14.6,card,success
486,39.9,card,success
487,33.2,cash,success
488,12.1,card,success
489,31.4,card,success
490,13.02,cash,success
491,35.11,card,success
492,15.1,cash,success
493,33.18,card,success
494,14.35,wallet,success
495,21.32,cash,success
496,20.11,cash,success
497,13.02,card,success
498,29.64,wallet,success
499,13.8,wallet,success
500,20.58,wallet,success
501,20.58,card,success
502,15.54,card,success
503,25.62,cash,success
504,14.9,card,success
505,21.6,wallet,success
506,24.85,card,success
507,18.92,wallet,success
508,17.22,card,success
509,18.06,cash,success
510,16.4,card,success
511,33.25,card,success
512,30.66,card,success
513,25.62,card,success
514,17.05,card,success
515,13.0,card,success
516,18.55,card,success
517,14.7,cash,success
518,15.92,card,success
519,14.7,card,success
520,12.71,cash,success
521,13.65,card,success
522,19.74,cash,success
523,13.8,wallet,success
524,37.38,card,success
525,14.7,card,success
526,22.75,cash,success
527,20.52,wallet,success
528,16.38,card,success
529,15.64,card,success
530,13.8,card,success
531,41.52,card,success
532,29.9,card,success
533,37.45,card,success
534,39.15,card,success
535,18.9,card,success
536,24.85,cash,success
537,15.85,cash,success
538,15.65,cash,success
539,21.44,card,success
540,26.95,cash,success
541,29.82,card,success
542,91.8,card,success
543,31.85,cash,success
544,20.65,card,success
545,34.95,card,success
546,91.45,card,success
547,29.25,card,success
548,24.06,cash,success
549,18.55,cash,success
550,13.65,cash,success
551,17.15,card,success
552,26.15,wallet,success
553,12.12,cash,success
554,13.8,card,success
555,42.36,card,success
556,60.49,card,success
557,26.62,wallet,success
558,13.86,card,success
559,12.95,card,success
560,34.15,card,success
561,35.7,card,success
562,19.25,cash,success
563,20.55,card,success
564,46.49,card,success
565,21.42,card,success
566,18.45,cash,success
567,31.19,wallet,success
568,48.3,card,success
569,34.86,card,success
570,20.05,wallet,success
571,22.31,card,success
572,26.46,card,success
573,17.22,cash,success
574,22.31,cash,success
575,18.0,wallet,success
576,18.0,card,success
577,78.05,wallet,success
578,12.25,card,success
579,16.38,card,success
580,19.68,cash,success
581,17.22,cash,failed
582,14.95,card,success
583,28.3,cash,success
584,22.2,card,success
585,39.06,card,success
586,17.0,card,success
587,24.72,card,success
588,37.35,card,success
589,29.25,card,success
590,20.55,card,success
591,53.85,cash,success
592,89.25,card,success
593,25.75,card,success
594,30.45,card,success
595,16.32,cash,success
596,17.25,card,success
597,58.49,card,success
598,18.06,card,success
599,38.22,cash,success
600,20.88,cash,success
601,71.25,card,success
602,33.05,cash,success
603,20.52,card,success
604,13.8,card,success
605,10.15,cash,success
606,14.04,wallet,success
607,24.8,card,success
608,25.03,card,success
609,41.65,wallet,success
610,59.95,card,success
611,18.9,card,success
612,32.34,card,success
613,18.81,card,success
614,13.02,card,success
615,23.1,cash,success
616,14.64,card,success
617,10.85,card,success
618,15.9,card,success
619,30.66,card,success
620,48.0,card,success
621,13.75,wallet,success
622,22.65,cash,success
623,30.05,card,success
624,25.55,cash,success
625,12.25,card,success
626,23.94,card,success
627,16.11,card,success
628,29.65,cash,success
629,20.52,card,success
630,31.5,wallet,success
631,17.15,card,success
632,38.15,card,success
633,20.58,card,success
634,15.55,card,success
635,54.25,card,success
636,16.38,card,success
637,30.4,cash,success
638,28.35,card,success
639,29.51,card,success
640,33.69,card,success
641,27.55,card,success
642,13.86,cash,success
643,21.0,card,success
644,27.65,card,success
645,13.95,cash,success
646,40.68,wallet,success
647,10.1,card,success
648,16.6,card,success
649,28.95,card,success
650,-28.35,card,success
651,28.35,wallet,success
652,21.36,card,success
653,19.74,cash,success
654,24.65,cash,success
655,36.85,card,success
656,16.38,card,success
657,15.54,card,success
658,22.26,card,success
659,14.1,card,success
660,39.9,card,success
661,23.14,card,success
662,14.35,card,success
663,15.54,card,success
664,51.66,card,success
665,15.35,cash,success
666,18.06,card,failed
667,28.58,card,success
668,15.95,wallet,success
669,13.02,cash,success
670,55.65,card,success
671,12.95,card,success
672,19.9,cash,success
673,21.42,card,success
674,49.14,card,success
675,18.9,cash,success
676,26.1,card,success
677,19.63,card,success
678,14.43,cash,success
679,16.38,cash,success
680,15.75,card,success
681,8.75,wallet,success
682,86.5,cash,success
683,23.45,card,success
684,22.2,card,success
685,41.05,cash,success
686,23.1,card,success
687,26.75,card,success
688,29.82,card,success
689,24.8,cash,success
690,12.95,card,success
691,14.65,card,success
692,22.25,card,success
693,31.35,card,success
694,14.35,cash,success
695,82.69,card,success
696,37.38,card,success
697,12.9,cash,success
698,20.5,wallet,success
699,12.2,card,success
700,22.95,card,success
701,29.65,cash,failed
702,33.69,card,success
703,23.05,card,success
704,19.7,card,success
705,25.55,wallet,success
706,23.9,card,success
707,18.0,card,success
708,16.38,card,success
709,26.25,cash,failed
710,25.62,card,success
711,52.94,cash,success
712,15.05,cash,success
713,26.95,card,success
714,43.2,cash,success
715,12.1,card,success
716,20.65,card,success
717,30.45,card,success
718,62.56,card,success
719,11.55,cash,success
720,20.35,card,success
721,16.0,card,success
722,19.74,card,success
723,20.85,card,success
724,22.26,card,success
725,17.75,card,success
726,30.55,wallet,success
727,27.3,card,success
728,80.09,card,success
729,36.05,card,success
730,17.1,card,success
731,40.7,card,success
732,24.25,cash,success
733,18.5,card,success
734,22.26,cash,success
735,37.55,cash,success
736,16.32,card,success
737,17.4,card,success
738,17.22,cash,success
739,15.65,cash,success
740,20.58,card,success
741,22.26,cash,success
742,30.19,cash,success
743,36.95,cash,success
744,12.5,card,success
745,30.65,cash,success
746,17.88,cash,success
747,23.14,cash,success
748,56.65,wallet,success
749,28.14,cash,success
750,36.85,cash,success
751,13.8,cash,success
752,19.74,card,success
753,15.05,card,success
754,14.44,wallet,success
755,44.1,card,success
756,17.05,card,success
757,23.3,cash,success
758,38.85,card,success
759,19.25,cash,success
760,18.9,wallet,success
761,22.05,card,success
762,25.36,card,success
763,19.56,card,success
764,12.9,card,success
765,23.75,cash,success
766,24.15,card,success
767,22.14,cash,success
768,13.5,card,success
769,14.64,cash,success
770,25.55,card,success
771,13.65,wallet,success
772,27.3,wallet,success
773,18.85,card,success
774,43.26,card,success
775,27.65,card,success
776,43.26,card,success
777,22.75,card,success
778,19.74,card,failed
779,17.75,card,success
780,24.12,card,success
781,29.82,cash,failed
782,15.54,wallet,success
783,14.9,card,success
784,13.1,card,success
785,57.4,card,success
786,60.81,card,success
787,61.25,cash,success
788,27.3,card,success
789,15.7,card,success
790,18.06,wallet,success
791,14.25,card,success
792,24.85,card,success
793,28.08,cash,success
794,18.84,card,success
795,35.44,card,success
796,56.63,card,success
797,13.86,cash,success
798,15.75,card,success
799,24.78,card,success
800,47.78,cash,success
801,35.35,card,success
802,9.6,card,success
803,16.3,cash,success
804,28.35,cash,success
805,73.04,cash,success
806,23.94,wallet,success
807,20.58,card,success
808,14.44,cash,success
809,17.22,cash,success
810,27.3,card,success
811,13.6,cash,success
812,34.86,wallet,success
813,17.22,card,success
814,27.15,card,success
815,13.8,card,success
816,18.4,card,success
817,20.65,wallet,success
818,57.75,card,success
819,15.75,card,success
820,39.75,wallet,success
821,36.0,card,success
822,30.55,card,success
823,80.75,card,failed
824,15.54,card,failed
825,17.1,card,success
826,18.0,wallet,success
827,16.19,cash,success
828,21.42,card,success
829,39.35,card,success
830,37.38,card,success
831,31.06,cash,success
832,15.85,card,success
833,19.56,card,success
834,39.9,wallet,success
835,12.95,card,success
836,26.0,card,success
837,16.3,cash,success
838,21.3,card,success
839,16.1,cash,success
840,16.45,card,failed
841,14.15,card,success
842,65.94,card,success
843,23.94,card,success
844,36.31,card,success
845,23.05,card,success
846,17.22,card,success
847,20.53,card,success
848,64.15,card,success
849,10.8,cash,success
850,15.85,wallet,success
851,22.95,cash,success
852,13.8,cash,success
853,28.35,cash,success
854,16.45,cash,success
855,22.26,card,success
856,44.07,cash,success
857,22.25,card,success
858,23.04,cash,success
859,17.45,card,success
860,14.7,cash,success
861,16.38,card,success
862,16.38,card,success
863,12.12,cash,success
864,14.64,wallet,success
865,22.05,cash,success
866,15.54,card,success
867,18.06,card,success
868,34.25,card,success
869,45.06,card,success
870,-13.6,cash,success
871,13.6,card,success
872,53.75,cash,success
873,24.2,cash,success
874,22.25,card,success
875,20.2,card,success
876,18.9,cash,success
877,24.15,wallet,success
878,25.56,card,success
879,54.69,card,success
880,28.35,card,success
881,18.06,cash,success
882,36.85,card,success
883,9.7,cash,success
884,17.9,card,success
885,15.85,card,success
886,26.21,card,success
887,31.8,card,success
888,14.3,card,success
889,13.8,card,success
890,13.5,card,success
891,11.28,cash,success
892,18.05,cash,success
893,28.1,wallet,success
894,34.95,cash,success
895,36.65,cash,success
896,36.55,card,success
897,18.09,wallet,success
898,16.35,card,success
899,18.55,cash,success
900,47.95,card,success
901,7.6,cash,success
902,14.64,cash,success
903,25.62,card,success
904,19.74,card,success
905,23.21,card,success
906,42.44,card,success
907,14.64,wallet,success
908,27.56,cash,success
909,24.78,card,success
910,98.88,wallet,success
911,9.96,cash,success
912,14.35,card,success
913,13.9,card,success
914,14.2,card,success
915,37.4,wallet,success
916,23.1,card,success
917,24.78,card,success
918,46.81,card,success
919,22.75,cash,success
920,24.75,card,success
921,22.26,card,success
922,19.95,card,success
923,19.75,cash,success
924,23.54,cash,success
925,12.1,card,success
926,26.84,cash,success
927,23.15,cash,success
928,13.8,cash,success
929,38.22,wallet,success
930,29.51,card,success
931,26.46,card,success
932,24.78,card,success
933,13.86,wallet,success
934,14.75,card,success
935,69.14,card,success
936,21.35,cash,success
937,23.94,cash,success
938,13.2,cash,success
939,14.9,cash,success
940,26.25,cash,success
941,47.39,card,success
942,18.8,cash,success
943,17.15,card,success
944,29.82,card,success
945,46.62,wallet,success
946,22.15,cash,success
947,13.86,card,success
948,19.74,cash,success
949,21.35,wallet,success
950,31.75,cash,success
951,50.3,card,success
952,17.8,cash,success
953,37.2,card,success
954,18.06,card,success
955,22.75,card,success
956,16.05,card,success
957,45.75,wallet,success
958,13.8,card,success
959,14.64,card,success
960,16.2,card,success
961,55.56,card,success
962,24.15,card,success
963,38.05,card,success
964,32.35,card,success
965,28.55,card,success
966,64.24,card,success
967,12.5,wallet,success
968,17.22,card,success
969,15.05,wallet,failed
970,18.5,card,success
971,13.8,cash,success
972,30.66,card,success
973,14.44,card,success
974,22.26,cash,success
975,18.9,cash,success
976,13.8,card,success
977,22.0,card,success
978,18.3,wallet,success
979,198.7,card,success
980,19.74,card,success
981,29.82,card,success
982,16.55,card,success
983,31.15,card,success
984,15.54,cash,success
985,18.06,card,success
986,64.15,card,success
987,22.2,card,success
988,18.0,card,success
989,39.81,cash,success
990,40.43,card,success
991,33.45,wallet,success
992,22.26,wallet,success
993,13.22,card,success
994,27.3,card,success
995,21.4,wallet,success
996,26.63,cash,success
997,14.04,cash,success
998,14.64,card,success
999,18.0,card,success
1000,28.67,card,success
1001,38.65,card,success
1002,17.15,card,success
1003,18.45,cash,success
1004,19.62,card,success
1005,12.9,card,success
1006,8.8,card,success
1007,35.45,cash,success
1008,19.63,card,success
1009,38.35,card,success
1010,16.45,card,success
1011,22.26,wallet,success
1012,15.8,wallet,success
1013,16.4,cash,success
1014,49.15,card,success
1015,25.56,card,success
1016,13.8,card,success
1017,22.2,card,success
1018,24.85,card,success
1019,35.7,cash,success
1020,39.06,card,success
1021,65.03,cash,success
1022,20.55,card,success
1023,64.3,card,success
1024,14.7,card,success
1025,18.06,card,success
1026,18.0,cash,failed
1027,66.06,card,success
1028,34.56,card,success
1029,17.88,cash,success
1030,31.06,card,success
1031,35.7,card,success
1032,18.9,wallet,success
1033,17.2,card,success
1034,50.74,cash,success
1035,34.85,card,success
1036,18.0,cash,success
1037,17.9,cash,success
1038,27.3,card,success
1039,51.6,cash,success
1040,19.74,card,success
1041,72.2,cash,success
1042,20.55,cash,success
1043,-9.45,card,success
1044,9.45,card,success
1045,26.46,cash,failed
1046,16.38,wallet,success
1047,17.1,cash,success
1048,13.6,card,success
1049,66.95,card,success
1050,32.31,cash,success
1051,18.9,card,success
1052,37.38,cash,success
1053,16.19,card,success
1054,17.2,cash,success
1055,16.85,cash,success
1056,28.14,card,success
1057,16.44,card,success
1058,17.22,cash,success
1059,20.58,cash,success
1060,44.1,card,success
1061,25.62,wallet,success
1062,34.02,card,success
1063,40.74,card,success
1064,14.65,card,success
1065,19.05,card,failed
1066,24.06,cash,success
1067,17.15,cash,success
1068,24.6,cash,success
1069,29.75,cash,success
1070,19.69,cash,success
1071,11.5,card,success
1072,-22.7,cash,success
1073,22.7,card,success
1074,15.48,card,success
1075,15.48,card,success
1076,23.95,card,success
1077,17.15,card,success
1078,20.58,wallet,success
1079,45.06,card,success
1080,18.55,card,success
1081,21.1,cash,success
1082,22.2,wallet,success
1083,46.75,card,success
1084,12.96,cash,success
1085,12.96,card,success
1086,14.64,cash,failed
1087,24.72,card,success
1088,27.3,card,success
1089,25.6,card,success
1090,41.6,card,success
1091,21.25,cash,success
1092,18.9,card,success
1093,22.31,cash,failed
1094,12.2,wallet,success
1095,15.05,card,success
1096,27.65,card,success
1097,37.2,cash,success
1098,33.15,card,success
1099,18.67,cash,success
1100,26.45,card,success
1101,18.84,card,success
1102,-8.0,card,success
1103,8.0,cash,success
1104,18.59,card,success
1105,12.5,cash,success
1106,26.25,cash,success
1107,15.48,card,success
1108,11.5,cash,success
1109,29.05,cash,success
1110,27.3,card,success
1111,12.3,wallet,success
1112,16.44,card,success
1113,18.06,cash,success
1114,33.18,card,success
1115,49.05,cash,success
1116,14.75,cash,success
1117,12.25,card,success
1118,28.98,card,success
1119,30.99,card,success
1120,21.4,cash,success
1121,13.65,card,success
1122,20.52,card,success
1123,11.11,card,success
1124,14.35,cash,success
1125,13.5,card,success
1126,18.05,cash,success
1127,25.65,card,success
1128,17.75,card,success
1129,16.05,wallet,success
1130,16.32,cash,success
1131,17.22,card,success
1132,15.54,card,success
1133,71.64,cash,success
1134,23.1,cash,success
1135,33.18,cash,success
1136,11.5,cash,success
1137,28.14,card,success
1138,19.25,card,success
1139,24.78,card,success
1140,22.85,card,success
1141,20.55,wallet,success
1142,18.05,cash,success
1143,21.25,card,success
1144,18.8,card,success
1145,39.05,cash,success
1146,48.3,card,failed
1147,17.15,wallet,failed
1148,12.25,cash,success
1149,41.15,card,success
1150,42.45,cash,success
1151,25.62,wallet,success
1152,15.5,card,success
1153,20.55,cash,success
1154,25.36,cash,success
1155,41.0,card,success
1156,25.62,wallet,success
1157,14.45,card,failed
1158,31.15,wallet,success
1159,24.78,card,success
1160,-8.75,wallet,success
1161,8.75,card,success
1162,13.95,card,success
1163,27.3,wallet,success
1164,52.5,card,success
1165,20.1,cash,success
1166,20.52,card,success
1167,19.75,card,success
1168,15.05,cash,failed
1169,18.65,card,success
1170,13.02,card,success
1171,31.85,card,success
1172,43.25,card,success
1173,27.3,cash,success
1174,19.2,card,success
1175,41.58,cash,success
1176,45.94,card,success
1177,16.1,card,success
1178,34.13,card,success
1179,17.88,cash,success
1180,18.9,card,success
1181,15.7,cash,success
1182,34.0,card,success
1183,32.8,card,success
1184,28.14,card,success
1185,18.06,cash,success
1186,41.05,cash,failed
1187,14.7,card,success
1188,15.75,card,success
1189,23.19,card,success
1190,15.54,card,success
1191,21.38,card,success
1192,48.15,card,success
1193,17.22,card,success
1194,18.9,card,success
1195,14.7,card,success
1196,12.95,card,success
1197,-66.79,cash,success
1198,66.79,cash,success
1199,36.54,card,success
1200,29.82,cash,success
1201,16.44,cash,success
1202,28.45,card,success
1203,29.82,card,success
1204,8.3,cash,success
1205,11.34,wallet,success
1206,25.8,card,success
1207,41.85,card,success
1208,26.4,card,success
1209,22.95,card,success
1210,15.54,cash,failed
1211,-10.85,card,success
1212,10.85,cash,success
1213,15.75,card,success
1214,25.15,card,success
1215,17.22,cash,success
1216,21.33,card,success
1217,18.85,card,success
1218,34.02,card,success
1219,39.04,card,success
1220,41.05,cash,success
1221,15.0,cash,success
1222,18.65,card,success
1223,24.85,card,success
1224,21.38,card,success
1225,18.05,card,success
1226,45.48,card,success
1227,14.35,wallet,success
1228,18.06,card,success
1229,39.06,cash,success
1230,24.72,wallet,success
1231,36.31,card,success
1232,42.44,card,success
1233,16.38,cash,success
1234,11.28,cash,success
1235,17.16,cash,success
1236,38.22,card,success
1237,98.93,card,success
1238,21.35,card,success
1239,46.6,cash,success
1240,18.06,card,success
1241,22.26,card,success
1242,34.75,card,success
1243,10.44,wallet,success
1244,15.48,cash,success
1245,14.7,card,success
1246,33.25,wallet,success
1247,22.25,wallet,success
1248,22.26,cash,success
1249,15.3,cash,success
1250,12.2,card,success
1251,24.25,card,success
1252,31.44,card,success
1253,28.14,wallet,success
1254,29.75,card,success
1255,21.36,card,success
1256,17.15,card,success
1257,27.56,card,success
1258,19.15,card,success
1259,48.65,cash,success
1260,20.55,card,success
1261,17.2,cash,success
1262,23.95,card,success
1263,130.0,card,success
1264,15.75,cash,success
1265,14.7,wallet,success
1266,8.0,card,success
1267,17.85,cash,success
1268,13.86,card,success
1269,14.45,card,success
1270,18.8,cash,success
1271,31.05,cash,success
1272,10.81,cash,success
1273,12.12,wallet,success
1274,13.54,cash,success
1275,18.5,card,success
1276,23.94,cash,success
1277,29.82,card,success
1278,21.35,card,success
1279,56.7,card,success
1280,-24.15,card,success
1281,24.15,cash,success
1282,62.08,card,success
1283,18.9,card,success
1284,12.5,card,success
1285,15.6,card,success
1286,16.3,card,success
1287,20.4,card,success
1288,17.2,cash,success
1289,9.4,card,success
1290,42.4,card,success
1291,13.0,cash,success
1292,39.05,cash,success
1293,20.58,card,success
1294,15.85,cash,success
1295,22.31,cash,success
1296,16.4,card,success
1297,45.95,card,success
